Symptom,doeatFood
烦躁不安,鸭肉
烦躁不安,鸡肉
烦躁不安,腰果
烦躁不安,南瓜子仁
烦躁不安,鸭蛋
烦躁不安,鸡蛋
烦躁不安,鹅蛋
烦躁不安,鸡肉
烦躁不安,鸡心
烦躁不安,鹅肉
烦躁不安,葵花子仁
烦躁不安,白果（干）
烦躁不安,鹿肉
烦躁不安,鸡心
烦躁不安,鸡肝
烦躁不安,鹅肉
烦躁不安,鸡蛋
烦躁不安,鸡肉
烦躁不安,腰果
烦躁不安,核桃
烦躁不安,鸡蛋
烦躁不安,鸡肉
烦躁不安,花生
烦躁不安,核桃
烦躁不安,鸡蛋
烦躁不安,鸡肉
烦躁不安,腰果
烦躁不安,青豆
烦躁不安,鸡蛋
烦躁不安,鸡肉
烦躁不安,腰果
烦躁不安,莲子
烦躁不安,芝麻
烦躁不安,莲子
烦躁不安,花生
烦躁不安,白果（鲜）
烦躁不安,荸荠粉
烦躁不安,鸡心
烦躁不安,鹅肉
烦躁不安,莲子
烦躁不安,葵花子仁
烦躁不安,白果（干）
烦躁不安,绿豆
烦躁不安,黑豆
烦躁不安,荸荠粉
烦躁不安,鸡心
烦躁不安,鹅肉
烦躁不安,白果（干）
烦躁不安,荸荠粉
烦躁不安,鸡心
烦躁不安,鹅肉
烦躁不安,白果（干）
烦躁不安,杏仁
烦躁不安,南瓜子仁
烦躁不安,莲子
烦躁不安,花生
烦躁不安,白菜
烦躁不安,罗汉果
烦躁不安,杨桃
烦躁不安,无花果
烦躁不安,绿豆
烦躁不安,竹笋
烦躁不安,生菜
烦躁不安,空心菜
烦躁不安,油菜
烦躁不安,小米
烦躁不安,面条(干切面)
烦躁不安,馒头
烦躁不安,鸡内金
烦躁不安,桃仁
烦躁不安,葵花子仁
烦躁不安,绿豆
烦躁不安,鸡内金
烦躁不安,葵花子仁
烦躁不安,青豆
烦躁不安,绿豆面
烦躁不安,鸡内金
烦躁不安,鸡肝
烦躁不安,腰果
烦躁不安,莲子
烦躁不安,鸡内金
烦躁不安,芝麻
烦躁不安,葵花子仁
烦躁不安,青豆
烦躁不安,鸡内金
烦躁不安,莲子
烦躁不安,葵花子仁
烦躁不安,花生
烦躁不安,鸡内金
烦躁不安,桃仁
烦躁不安,葵花子仁
烦躁不安,核桃
烦躁不安,羊奶
烦躁不安,酸奶
烦躁不安,牛奶
烦躁不安,奶酪
烦躁不安,鸡内金
烦躁不安,莲子
烦躁不安,葵花子仁
烦躁不安,核桃
烦躁不安,鸡蛋
烦躁不安,鸡肉
烦躁不安,芝麻
烦躁不安,黑豆
烦躁不安,鸭肉
烦躁不安,鸡内金
烦躁不安,腰果
烦躁不安,南瓜子仁
烦躁不安,薇菜
烦躁不安,芝麻
烦躁不安,黑豆
烦躁不安,章鱼
烦躁不安,鸡内金
烦躁不安,芝麻
烦躁不安,葵花子仁
烦躁不安,核桃
烦躁不安,鸭肝
烦躁不安,鸡肉
烦躁不安,鸡内金
烦躁不安,芝麻
烦躁不安,鸡肉
烦躁不安,鸡内金
烦躁不安,芝麻
烦躁不安,南瓜子仁
烦躁不安,薇菜
烦躁不安,鸡肉
烦躁不安,鸡内金
烦躁不安,南瓜子仁
烦躁不安,鸡蛋
烦躁不安,鸡肉
烦躁不安,芝麻
烦躁不安,核桃
烦躁不安,鸭蛋
烦躁不安,鸡蛋
烦躁不安,鸡肉
烦躁不安,鹅肝
烦躁不安,薇菜
烦躁不安,鸡内金
烦躁不安,南瓜子仁
烦躁不安,葵花子仁
烦躁不安,薇菜
烦躁不安,鸡内金
烦躁不安,南瓜子仁
烦躁不安,葵花子仁
烦躁不安,鸭肉
烦躁不安,鸡肉
烦躁不安,鸡肝
烦躁不安,芝麻
烦躁不安,鸭蛋
烦躁不安,鸡蛋
烦躁不安,鸡肉
烦躁不安,腰果
烦躁不安,鸭蛋
烦躁不安,鸡蛋
烦躁不安,鸡肉
烦躁不安,腰果
烦躁不安,鸡蛋黄
烦躁不安,芝麻
烦躁不安,腰果
烦躁不安,南瓜子仁
烦躁不安,芝麻
烦躁不安,南瓜子仁
烦躁不安,莲子
烦躁不安,核桃
烦躁不安,鸭蛋
烦躁不安,鸡蛋
烦躁不安,鸡肉
烦躁不安,腰果
烦躁不安,芝麻
烦躁不安,南瓜子仁
烦躁不安,核桃
烦躁不安,绿豆
烦躁不安,鸡蛋
烦躁不安,鸡血
烦躁不安,鸡肉
烦躁不安,葵花子仁
烦躁不安,鸡蛋
烦躁不安,鸡血
烦躁不安,葵花子仁
烦躁不安,青豆
烦躁不安,鸭蛋
烦躁不安,鸡蛋
烦躁不安,鸡肉
烦躁不安,鸡肝
烦躁不安,鸭蛋
烦躁不安,鸡蛋
烦躁不安,鸡肉
烦躁不安,芝麻
烦躁不安,鸭蛋
烦躁不安,鸡蛋
烦躁不安,鸡肉
烦躁不安,芝麻
烦躁不安,鸭蛋
烦躁不安,鸡蛋
烦躁不安,鸡肉
烦躁不安,芝麻
烦躁不安,鸭蛋
烦躁不安,鸡蛋
烦躁不安,鸡肉
烦躁不安,芝麻
烦躁不安,鸭蛋
烦躁不安,鸡蛋
烦躁不安,鸡肉
烦躁不安,芝麻
烦躁不安,赤砂糖
烦躁不安,鸡蛋
烦躁不安,鹌鹑蛋
烦躁不安,鹅
烦躁不安,鸭蛋
烦躁不安,鸡蛋
烦躁不安,鸡肉
烦躁不安,腰果
烦躁不安,鸭肉
烦躁不安,乌骨鸡
烦躁不安,栗子（熟）
烦躁不安,核桃
烦躁不安,鸭蛋
烦躁不安,鸡蛋
烦躁不安,鸡肉
烦躁不安,芝麻
烦躁不安,乌骨鸡
烦躁不安,栗子（熟）
烦躁不安,核桃
烦躁不安,青豆
烦躁不安,乌骨鸡
烦躁不安,栗子（熟）
烦躁不安,核桃
烦躁不安,青豆
烦躁不安,鸭翅
烦躁不安,芝麻
烦躁不安,腰果
烦躁不安,杏仁
烦躁不安,赤砂糖
烦躁不安,鸡蛋
烦躁不安,鹌鹑蛋
烦躁不安,鹅
烦躁不安,鸭肝
烦躁不安,腰果
烦躁不安,南瓜子仁
烦躁不安,莲子
烦躁不安,鸭蛋
烦躁不安,鸡蛋
烦躁不安,鸡肉
烦躁不安,芝麻
烦躁不安,鸭蛋
烦躁不安,鸡蛋
烦躁不安,鸭翅
烦躁不安,鸡爪
肢端湿冷,鸡蛋
肢端湿冷,芝麻
肢端湿冷,桃仁
肢端湿冷,南瓜子仁
肢端湿冷,芝麻
肢端湿冷,南瓜子仁
肢端湿冷,花生
肢端湿冷,核桃
低血压,鸡蛋
低血压,芝麻
低血压,桃仁
低血压,南瓜子仁
低血压,鸡蛋
低血压,鹌鹑蛋
低血压,芝麻
低血压,南瓜子仁
低血压,鸡蛋
低血压,杏仁
低血压,南瓜子仁
低血压,莲子
低血压,杏仁
低血压,南瓜子仁
低血压,莲子
低血压,栗子（熟）
低血压,鹿肉
低血压,南瓜子仁
低血压,莲子
低血压,栗子（熟）
低血压,鹿肉
低血压,鸡心
低血压,栗子（熟）
低血压,葵花子仁
低血压,鹿肉
低血压,鸡心
低血压,栗子（熟）
低血压,葵花子仁
低血压,鸡肉
低血压,鸡肝
低血压,杏仁
低血压,黑豆
低血压,鹿肉
低血压,蜂蜜
低血压,乌骨鸡
低血压,鸡肝
低血压,鹿肉
低血压,乌骨鸡
低血压,鸡肝
低血压,松子仁
低血压,鹿肉
低血压,鸡蛋
低血压,鸭肉
低血压,腰果
低血压,葵花子仁
低血压,花生
低血压,核桃
低血压,白果（干）
低血压,葵花子仁
低血压,花生
低血压,核桃
低血压,白果（干）
低血压,花生
低血压,核桃
低血压,黑豆
低血压,豆浆
低血压,鸭肉
低血压,芝麻
低血压,腰果
低血压,松子仁
低血压,鸡蛋
低血压,鸭肉
低血压,芝麻
低血压,松子仁
低血压,鸡蛋
低血压,鸭肉
低血压,芝麻
低血压,松子仁
低血压,鸡蛋
低血压,鸡肉
低血压,莲子
低血压,葵花子仁
低血压,鹿肉
低血压,鹅肉
低血压,腰果
低血压,葵花子仁
低血压,鹿肉
低血压,鹅肉
低血压,松子仁
低血压,葵花子仁
低血压,鹿肉
低血压,鹅肉
低血压,南瓜子仁
低血压,葵花子仁
低血压,鸭肝
低血压,腰果
低血压,杏仁
低血压,莲子
低血压,鸭肝
低血压,杏仁
低血压,松子仁
低血压,葵花子仁
低血压,鸭肝
低血压,杏仁
低血压,松子仁
低血压,葵花子仁
低血压,芝麻
低血压,杏仁
低血压,南瓜子仁
低血压,莲子
低血压,芝麻
低血压,杏仁
低血压,南瓜子仁
低血压,莲子
低血压,鸡蛋
低血压,芝麻
低血压,莲子
低血压,葵花子仁
低血压,鸡蛋黄
低血压,杏仁
低血压,葵花子仁
低血压,黑芝麻
低血压,蜂蜜
低血压,鸡蛋黄
低血压,鸡蛋
低血压,鸭肝
低血压,薇菜
低血压,蜂蜜
低血压,鸭肝
低血压,葵花子仁
低血压,鸭肉
低血压,鸭肝
低血压,鸡肉
低血压,鸽肉
低血压,鸡蛋
低血压,鸭肝
低血压,鸽肉
低血压,腰果
低血压,鸡蛋
低血压,葵花子仁
低血压,绿豆
低血压,黑豆
低血压,鸡肉
低血压,芝麻
低血压,腰果
低血压,松子仁
低血压,鸡蛋
低血压,鸡心
低血压,芝麻
低血压,腰果
低血压,咸鸭蛋
低血压,鸡肝
低血压,芝麻
低血压,腰果
低血压,咸鸭蛋
低血压,鸡肝
低血压,松子（炒）
低血压,南瓜子仁
低血压,鸭翅
低血压,莲子
低血压,核桃
低血压,青豆
低血压,鸡蛋
低血压,鸽蛋
低血压,鸡肉
低血压,腰果
低血压,鸭翅
低血压,莲子
低血压,黑芝麻
低血压,核桃
低血压,鸭蛋
低血压,鸡蛋
低血压,鸡肉
低血压,腰果
低血压,鸡蛋清
低血压,鸡蛋黄
低血压,鸡蛋
低血压,鹌鹑蛋
低血压,鸭翅
低血压,鸡肉
低血压,莲子
低血压,核桃
低血压,鸡蛋
低血压,鹌鹑蛋
低血压,南瓜子仁
低血压,绿豆
低血压,鹌鹑蛋
低血压,南瓜子仁
低血压,花生
低血压,白果（鲜）
低血压,鸭肝
低血压,鸡心
低血压,鸡肉
低血压,腰果
低血压,鸡心
低血压,腰果
低血压,南瓜子仁
低血压,栗子（熟）
低血压,鸡心
低血压,鸡肝
低血压,白果（鲜）
低血压,黑豆
低血压,鸡心
低血压,芝麻
低血压,腰果
低血压,南瓜子仁
低血压,腰果
低血压,南瓜子仁
低血压,花生
低血压,核桃
低血压,南瓜子仁
低血压,黄豆粉
低血压,黑豆
低血压,白扁豆
低血压,南瓜子仁
低血压,黄豆粉
低血压,赤小豆
低血压,白扁豆
低血压,鸡蛋
低血压,鸡肉
低血压,南瓜子仁
低血压,白果（鲜）
低血压,芝麻
低血压,葵花子仁
低血压,白果（干）
低血压,黑豆
低血压,鸡心
低血压,鸡肉
低血压,鹅肉
低血压,白果（干）
低血压,荸荠粉
低血压,鸡心
低血压,鸡肉
低血压,鹅肉
低血压,鸡蛋
低血压,鸡肉
低血压,腰果
低血压,花生
低血压,鸭肉
低血压,芝麻
低血压,腰果
低血压,莲子
低血压,芝麻
低血压,莲子
低血压,花生
低血压,绿豆
低血压,杏仁
低血压,南瓜子仁
低血压,葵花子仁
低血压,白果（干）
低血压,鸡蛋
低血压,鸡肉
低血压,鸡内金
低血压,葵花子仁
低血压,鸡内金
低血压,芝麻
低血压,葵花子仁
低血压,青豆
低血压,鸡蛋
低血压,鸡肉
低血压,鸡内金
低血压,葵花子仁
低血压,鸡内金
低血压,葵花子仁
低血压,花生
低血压,核桃
低血压,薇菜
低血压,芝麻
低血压,核桃
低血压,黑豆
低血压,薇菜
低血压,鸡肉
低血压,芝麻
低血压,黑豆
低血压,薇菜
低血压,鸡肉
低血压,芝麻
低血压,核桃
低血压,鸡肉
低血压,芝麻
低血压,松子仁
低血压,核桃
低血压,薇菜
低血压,鸡肉
低血压,芝麻
低血压,腰果
低血压,薇菜
低血压,鸡肉
低血压,芝麻
低血压,黑豆
低血压,芝麻
低血压,南瓜子仁
低血压,核桃
低血压,黑豆
低血压,鸡蛋
低血压,鸽蛋
低血压,鹌鹑蛋
低血压,鸡血
低血压,鸡蛋
低血压,鸡血
低血压,葵花子仁
低血压,青豆
低血压,芝麻
低血压,核桃
低血压,青豆
低血压,绿豆面
低血压,鸡蛋
低血压,鸡血
低血压,鸡肉
低血压,葵花子仁
低血压,鸡蛋
低血压,鸽蛋
低血压,鹌鹑蛋
低血压,鸡肉
低血压,鸡血
低血压,葵花子仁
低血压,青豆
低血压,绿豆
低血压,鸭蛋
低血压,鸡蛋清
低血压,鸡蛋黄
低血压,鸡蛋
低血压,赤砂糖
低血压,鸡蛋
低血压,鹌鹑蛋
低血压,鹅
低血压,赤砂糖
低血压,鸡蛋
低血压,鹌鹑蛋
低血压,鹅
低血压,赤砂糖
低血压,鸡蛋
低血压,鹌鹑蛋
低血压,鹅
低血压,赤砂糖
低血压,鸡蛋
低血压,鹌鹑蛋
低血压,鹅
低血压,赤砂糖
低血压,鸡蛋
低血压,鹌鹑蛋
低血压,鹅
口唇苍白,鸡蛋
口唇苍白,鹌鹑蛋
口唇苍白,芝麻
口唇苍白,南瓜子仁
口唇苍白,薇菜
口唇苍白,鸡蛋
口唇苍白,鸽蛋
口唇苍白,鸡肉
口唇苍白,鸡蛋黄
口唇苍白,鸡心
口唇苍白,鸡肉
口唇苍白,鹅肉
口唇苍白,鸭蛋
口唇苍白,鸡蛋
口唇苍白,鸡肉
口唇苍白,鸡内金
晕厥,鸡蛋
晕厥,鹌鹑蛋
晕厥,芝麻
晕厥,南瓜子仁
晕厥,鹿肉
晕厥,蜂蜜
晕厥,鸡蛋
晕厥,鸭肝
晕厥,鹿肉
晕厥,鸭肝
晕厥,鸡肝
晕厥,鹅肝
晕厥,鹿肉
晕厥,南瓜子仁
晕厥,栗子（熟）
晕厥,葵花子仁
晕厥,鹿肉
晕厥,芝麻
晕厥,南瓜子仁
晕厥,栗子（熟）
晕厥,鹿肉
晕厥,蜂蜜
晕厥,鸡蛋清
晕厥,鸡心
晕厥,鹿肉
晕厥,蜂蜜
晕厥,乌骨鸡
晕厥,鸡肝
晕厥,莲子
晕厥,葵花子仁
晕厥,核桃
晕厥,白果（干）
晕厥,鸡蛋黄
晕厥,葵花子仁
晕厥,白果（干）
晕厥,豆腐
晕厥,鹌鹑蛋
晕厥,葵花子仁
晕厥,花生
晕厥,核桃
晕厥,鸡蛋
晕厥,鸭肉
晕厥,鸭肝
晕厥,鸡肉
晕厥,鸭肉
晕厥,鸭肝
晕厥,鸡肉
晕厥,葵花子仁
晕厥,鸡蛋
晕厥,鸽蛋
晕厥,鹌鹑蛋
晕厥,鸡肉
晕厥,咸鸭蛋
晕厥,鸡肉
晕厥,鸡肝
晕厥,芝麻
晕厥,鸡蛋
晕厥,鸽蛋
晕厥,鸡肉
晕厥,腰果
晕厥,鸡蛋
晕厥,鸽蛋
晕厥,鸡肉
晕厥,芝麻
晕厥,鸭翅
晕厥,莲子
晕厥,核桃
晕厥,青豆
晕厥,鸭蛋
晕厥,咸鸭蛋
晕厥,鸭肝
晕厥,鸡肝
晕厥,鸭肉
晕厥,鸭翅
晕厥,鸡肉
晕厥,莲子
晕厥,鸡蛋
晕厥,鹌鹑蛋
晕厥,鸭肉
晕厥,鸭翅
晕厥,鸡心
晕厥,鸡肝
晕厥,白果（鲜）
晕厥,黑豆
晕厥,蜂蜜
晕厥,鸡心
晕厥,鸡肉
晕厥,腰果
晕厥,腰果
晕厥,南瓜子仁
晕厥,黄豆粉
晕厥,赤小豆
晕厥,鸡肉
晕厥,腰果
晕厥,核桃
晕厥,青豆
晕厥,鸡蛋
晕厥,鸡肉
晕厥,腰果
晕厥,核桃
晕厥,鸡蛋
晕厥,鸡肉
晕厥,腰果
晕厥,青豆
晕厥,芝麻
晕厥,莲子
晕厥,花生
晕厥,绿豆
晕厥,芝麻
晕厥,花生
晕厥,青豆
晕厥,绿豆
晕厥,莲子
晕厥,核桃
晕厥,鲫鱼
晕厥,猪血
晕厥,鸡蛋
晕厥,芝麻
晕厥,黑豆
晕厥,豆腐脑
晕厥,芝麻
晕厥,腰果
晕厥,花生
晕厥,核桃
晕厥,鸡内金
晕厥,腰果
晕厥,南瓜子仁
晕厥,莲子
晕厥,鸡肉
晕厥,芝麻
晕厥,莲子
晕厥,核桃
晕厥,薇菜
晕厥,芝麻
晕厥,核桃
晕厥,白果（鲜）
晕厥,薇菜
晕厥,鸡肉
晕厥,芝麻
晕厥,核桃
晕厥,芝麻
晕厥,南瓜子仁
晕厥,核桃
晕厥,黑豆
晕厥,鸡蛋
晕厥,鸽蛋
晕厥,鹌鹑蛋
晕厥,鸽肉
晕厥,鸡蛋
晕厥,鸡血
晕厥,鸡肉
晕厥,腰果
晕厥,赤砂糖
晕厥,鸡蛋
晕厥,鹌鹑蛋
晕厥,鹅
晕厥,鸭蛋
晕厥,鸡蛋
晕厥,鹌鹑蛋
晕厥,鸡肉
晕厥,乌骨鸡
晕厥,栗子（熟）
晕厥,核桃
晕厥,青豆
晕厥,鸭蛋
晕厥,鸡蛋
晕厥,鸡肉
晕厥,芝麻
晕厥,赤砂糖
晕厥,鸡蛋
晕厥,鹌鹑蛋
晕厥,鹅
晕厥,鸡蛋
晕厥,鸭肉
晕厥,鸭肝
晕厥,鸡肉
晕厥,鸡蛋
晕厥,鸭肉
晕厥,鸭肝
晕厥,鸡肉
晕厥,鸡蛋
晕厥,鸭肉
晕厥,鸭肝
晕厥,鸡肉
晕厥,鸡蛋
晕厥,鸭肉
晕厥,鸭肝
晕厥,鸡肉
晕厥,鸡蛋
晕厥,鸭肉
晕厥,鸭肝
晕厥,鸡肉
意识模糊,鸡蛋
意识模糊,鹌鹑蛋
意识模糊,芝麻
意识模糊,南瓜子仁
意识模糊,杏仁
意识模糊,南瓜子仁
意识模糊,莲子
意识模糊,栗子（熟）
意识模糊,鹿肉
意识模糊,芝麻
意识模糊,腰果
意识模糊,莲子
意识模糊,鹿肉
意识模糊,鸡心
意识模糊,栗子（熟）
意识模糊,葵花子仁
意识模糊,鸡蛋
意识模糊,鸭肉
意识模糊,芝麻
意识模糊,松子仁
意识模糊,鸡蛋
意识模糊,鸭肝
意识模糊,葵花子仁
意识模糊,白果（干）
意识模糊,鸭肝
意识模糊,鸡心
意识模糊,腰果
意识模糊,南瓜子仁
意识模糊,鸡蛋清
意识模糊,鸭翅
意识模糊,莲子
意识模糊,核桃
意识模糊,鸡蛋
意识模糊,鸽蛋
意识模糊,鸡肉
意识模糊,腰果
意识模糊,鸡心
意识模糊,芝麻
意识模糊,南瓜子仁
意识模糊,栗子（熟）
意识模糊,鸡蛋
意识模糊,鸭肉
意识模糊,鸡心
意识模糊,鸡肉
意识模糊,鸡心
意识模糊,鸡肝
意识模糊,南瓜子仁
意识模糊,栗子（熟）
意识模糊,鸡蛋
意识模糊,鸡心
意识模糊,芝麻
意识模糊,腰果
意识模糊,鸡蛋
意识模糊,芝麻
意识模糊,腰果
意识模糊,莲子
意识模糊,鸡蛋
意识模糊,鸡蛋
意识模糊,鸭血(白鸭)
意识模糊,芝麻
意识模糊,鸡蛋
意识模糊,鸽蛋
意识模糊,芝麻
意识模糊,腰果
意识模糊,芝麻
意识模糊,葵花子仁
意识模糊,花生
意识模糊,白果（干）
意识模糊,鸡内金
意识模糊,葵花子仁
意识模糊,白扁豆
意识模糊,鳕鱼
意识模糊,鸡肉
意识模糊,鸡内金
意识模糊,芝麻
意识模糊,南瓜子仁
意识模糊,鸡蛋
意识模糊,鸭肉
意识模糊,鸭肝
意识模糊,鸡肉
风团,鸡蛋
风团,鹌鹑蛋
风团,芝麻
风团,南瓜子仁
风团,鹿肉
风团,鸡蛋
风团,鸭肝
风团,松子仁
风团,鸭肝
风团,芝麻
风团,葵花子仁
风团,核桃
风团,鸡蛋
风团,鸭肝
风团,葵花子仁
风团,白果（干）
风团,芝麻
风团,腰果
风团,松子仁
风团,南瓜子仁
风团,鹿肉
风团,鸡蛋
风团,鸡肉
风团,花生
风团,鸭翅
风团,桃仁
风团,莲子
风团,核桃
风团,鹿肉
风团,鸡蛋
风团,鸡肉
风团,南瓜子仁
风团,鹿肉
风团,鸡蛋
风团,鸡肉
风团,南瓜子仁
风团,鹿肉
风团,鸡蛋
风团,鸡肉
风团,芝麻
风团,鸭翅
风团,莲子
风团,黑芝麻
风团,核桃
风团,鸭肝
风团,鸡心
风团,鸡肝
风团,芝麻
风团,南瓜子仁
风团,栗子（熟）
风团,葵花子仁
风团,花生
风团,鸭翅
风团,莲子
风团,核桃
风团,青豆
风团,鸡蛋黄
风团,鸭翅
风团,鸡肉
风团,莲子
风团,腰果
风团,南瓜子仁
风团,花生
风团,核桃
风团,孢子甘蓝
风团,鸭肝
风团,芝麻
风团,南瓜子仁
风团,鹅肉
风团,芝麻
风团,花生
风团,核桃
风团,鸭蛋
风团,鸽蛋
风团,鸡肉
风团,腰果
风团,芝麻
风团,莲子
风团,花生
风团,白果（鲜）
风团,大白菜(青口)
风团,小米
风团,苹果
风团,大白菜(青口)
风团,小米
风团,牛奶
风团,豆腐
风团,圆白菜
风团,绿豆芽
风团,黄豆芽
风团,豆腐
风团,大豆
风团,白菜
风团,苹果
风团,青豆
风团,豆腐
风团,油菜
风团,菠菜
风团,绿豆
风团,豆腐
风团,油菜
风团,空心菜
风团,鸭蛋
风团,鸡蛋
风团,鸽蛋
风团,鸡肉
风团,白菜
风团,小米
风团,苹果
风团,猪排骨(大排)
风团,绿豆芽
风团,白菜
风团,鸡蛋
风团,豆腐
风团,绿豆芽
风团,大白菜(青口)
风团,鸡蛋
风团,鸡爪
风团,芝麻
风团,南瓜子仁
风团,鸡肉
风团,芝麻
风团,腰果
风团,青豆
风团,鸭蛋
风团,鸡蛋
风团,鹌鹑蛋
风团,鸡心
风团,鸡肉
风团,芝麻
风团,黑豆
风团,大豆
风团,薇菜
风团,鸡内金
风团,南瓜子仁
风团,葵花子仁
风团,芝麻
风团,南瓜子仁
风团,核桃
风团,绿豆
风团,鸡血
风团,腰果
风团,芡实米
风团,葵花子仁
风团,赤砂糖
风团,鸡蛋
风团,鹌鹑蛋
风团,鹅
风团,赤砂糖
风团,鸡蛋
风团,鸡蛋
风团,鹌鹑蛋
风团,鸭肉
风团,乌骨鸡
风团,栗子（熟）
风团,核桃
风团,赤砂糖
风团,鸡蛋
风团,鹌鹑蛋
风团,鸡肉
风团,赤砂糖
风团,鸡蛋
风团,鹌鹑蛋
风团,鹅
风团,赤砂糖
风团,鸡蛋
风团,鹌鹑蛋
风团,鸡肉
意识障碍,鸡蛋
意识障碍,鹌鹑蛋
意识障碍,芝麻
意识障碍,南瓜子仁
意识障碍,芝麻
意识障碍,南瓜子仁
意识障碍,栗子（熟）
意识障碍,葵花子仁
意识障碍,鹿肉
意识障碍,蜂蜜
意识障碍,鸡蛋
意识障碍,鸭肝
意识障碍,芝麻
意识障碍,腰果
意识障碍,南瓜子仁
意识障碍,莲子
意识障碍,莲子
意识障碍,莲子
意识障碍,青豆
意识障碍,红豆沙
意识障碍,鹿肉
意识障碍,鸡肝
意识障碍,鹅肉
意识障碍,松子仁
意识障碍,鸭肝
意识障碍,桃仁
意识障碍,葵花子仁
意识障碍,核桃
意识障碍,鸡蛋
意识障碍,鸭肝
意识障碍,葵花子仁
意识障碍,白果（干）
意识障碍,鸡蛋清
意识障碍,鸡蛋
意识障碍,鹌鹑蛋
意识障碍,鸭肝
意识障碍,鸭肝
意识障碍,葵花子仁
意识障碍,白果（干）
意识障碍,黑豆
意识障碍,鸭肝
意识障碍,葵花子仁
意识障碍,白果（干）
意识障碍,黑豆
意识障碍,鸭肝
意识障碍,芝麻
意识障碍,莲子
意识障碍,葵花子仁
意识障碍,鸡蛋
意识障碍,鸭肝
意识障碍,鸡肉
意识障碍,葵花子仁
意识障碍,鸭肝
意识障碍,葵花子仁
意识障碍,白果（干）
意识障碍,青豆
意识障碍,鸡蛋黄
意识障碍,鸭肉
意识障碍,鸭肝
意识障碍,葵花子仁
意识障碍,鸭肉
意识障碍,鸭肝
意识障碍,鸡肉
意识障碍,葵花子仁
意识障碍,鸡蛋
意识障碍,鸽蛋
意识障碍,鸡肉
意识障碍,芝麻
意识障碍,鸡蛋
意识障碍,鸽蛋
意识障碍,芝麻
意识障碍,南瓜子仁
意识障碍,鸡蛋
意识障碍,葵花子仁
意识障碍,白果（干）
意识障碍,青豆
意识障碍,鸭肝
意识障碍,鸡肉
意识障碍,腰果
意识障碍,南瓜子仁
意识障碍,鸡蛋
意识障碍,鸭肉
意识障碍,鸭肝
意识障碍,鸡肉
意识障碍,鸡蛋
意识障碍,鸭肉
意识障碍,鸭肝
意识障碍,鸡肉
意识障碍,鸡腿
意识障碍,白果（鲜）
意识障碍,青豆
意识障碍,绿豆
意识障碍,鸭肝
意识障碍,鸡爪
意识障碍,鸡肉
意识障碍,鹅肉
意识障碍,鸭翅
意识障碍,鸡肉
意识障碍,莲子
意识障碍,核桃
意识障碍,鸡蛋清
意识障碍,鸭翅
意识障碍,莲子
意识障碍,核桃
意识障碍,鸡蛋
意识障碍,鸽蛋
意识障碍,鹌鹑蛋
意识障碍,鸡肉
意识障碍,鸡蛋
意识障碍,鹌鹑蛋
意识障碍,腰果
意识障碍,葵花子仁
意识障碍,黄酒
意识障碍,鸭翅
意识障碍,鸡肉
意识障碍,莲子
意识障碍,鸡蛋
意识障碍,鸭肉
意识障碍,鸡心
意识障碍,鸡肉
意识障碍,鸡蛋
意识障碍,鸡心
意识障碍,鸡肝
意识障碍,腰果
意识障碍,鹿肉
意识障碍,鸭肝
意识障碍,鸡腿
意识障碍,鸡肉
意识障碍,鸡蛋
意识障碍,鸡肉
意识障碍,杏仁
意识障碍,松子仁
意识障碍,鸭蛋
意识障碍,鸡蛋
意识障碍,鸽蛋
意识障碍,杏仁
意识障碍,南瓜子仁
意识障碍,绿豆面
意识障碍,黄豆粉
意识障碍,豆腐
意识障碍,南瓜子仁
意识障碍,黄豆粉
意识障碍,赤小豆
意识障碍,白扁豆
意识障碍,南瓜子仁
意识障碍,核桃
意识障碍,青豆
意识障碍,黄豆粉
意识障碍,南瓜子仁
意识障碍,青豆
意识障碍,绿豆
意识障碍,黄豆粉
意识障碍,蜂蜜
意识障碍,芝麻
意识障碍,南瓜子仁
意识障碍,核桃
意识障碍,芝麻
意识障碍,南瓜子仁
意识障碍,花生
意识障碍,黄豆粉
意识障碍,鸡蛋
意识障碍,鸡心
意识障碍,芝麻
意识障碍,腰果
意识障碍,鹅肉
意识障碍,芝麻
意识障碍,腰果
意识障碍,核桃
意识障碍,鸭蛋
意识障碍,松花蛋（鸭蛋）
意识障碍,鸡蛋
意识障碍,鸽蛋
意识障碍,白果（鲜）
意识障碍,白果（干）
意识障碍,豆腐
意识障碍,大豆
意识障碍,鸡肉
意识障碍,腰果
意识障碍,花生
意识障碍,核桃
意识障碍,黑豆
意识障碍,鳝鱼
意识障碍,猪排骨(大排)
意识障碍,牛肉（瘦）
意识障碍,芝麻
意识障碍,莲子
意识障碍,花生
意识障碍,青豆
意识障碍,鸡肉
意识障碍,芝麻
意识障碍,南瓜子仁
意识障碍,莲子
意识障碍,鸡蛋黄
意识障碍,白果（鲜）
意识障碍,青豆
意识障碍,黑豆
意识障碍,乌龟
意识障碍,蜂蜜
意识障碍,葵花子仁
意识障碍,青豆
意识障碍,芝麻
意识障碍,核桃
意识障碍,青豆
意识障碍,黑豆
意识障碍,蜂蜜
意识障碍,鸡内金
意识障碍,松子仁
意识障碍,莲子
意识障碍,鸡内金
意识障碍,松子仁
意识障碍,莲子
意识障碍,葵花子仁
意识障碍,绿豆
意识障碍,豆腐
意识障碍,赤小豆
