Symptom,commonDrug
昏迷,注射用头孢唑林钠
昏迷,肠内营养混悬液(SP)
昏迷,布美他尼片
昏迷,十一味金色丸
昏迷,布美他尼片
昏迷,十一味金色丸
昏迷,布美他尼片
昏迷,十一味金色丸
昏迷,布美他尼片
昏迷,十一味金色丸
昏迷,葡萄糖注射液
昏迷,氯化钠注射液
昏迷,葡萄糖注射液
昏迷,氯化钠注射液
昏迷,呋塞米片
昏迷,氢氯噻嗪片
昏迷,呋塞米片
昏迷,氢氯噻嗪片
昏迷,贞芪扶正颗粒
昏迷,醋酸泼尼松龙注射液
昏迷,呋塞米片
昏迷,呋塞米注射液
昏迷,呋塞米片
昏迷,氢氯噻嗪片
昏迷,布美他尼片
昏迷,十一味金色丸
昏迷,布美他尼片
昏迷,十一味金色丸
昏迷,氯霉素片
昏迷,甲硝唑维B6片
昏迷,注射用鼠神经生长因子
昏迷,布美他尼片
昏迷,安宫牛黄丸
昏迷,巴特日七味丸
昏迷,安宫牛黄丸
昏迷,长春西汀片
昏迷,布美他尼片
昏迷,十一味金色丸
昏迷,地奥司明片
昏迷,脉络舒通颗粒
昏迷,布美他尼片
昏迷,十一味金色丸
昏迷,布美他尼片
昏迷,十一味金色丸
昏迷,布美他尼片
昏迷,十一味金色丸
昏迷,注射用鼠神经生长因子
昏迷,布美他尼片
昏迷,注射用鼠神经生长因子
昏迷,布美他尼片
昏迷,曲克芦丁片
昏迷,灯盏花素片
昏迷,布美他尼片
昏迷,十一味金色丸
昏迷,布美他尼片
昏迷,十一味金色丸
昏迷,呋塞米片
昏迷,呋塞米注射液
昏迷,十一酸睾酮胶丸
昏迷,氢化可的松注射液
昏迷,尼可刹米注射液
昏迷,樟脑磺酸钠注射液
昏迷,氯化钠注射液
昏迷,乙酰谷酰胺注射液
昏迷,阿奇霉素片
昏迷,头孢克洛颗粒
昏迷,维生素D2注射液
昏迷,维生素D3注射液
昏迷,醋酸氢化可的松片
昏迷,注射用甲泼尼龙琥珀酸钠
昏迷,注射用生长抑素
昏迷,沙格列汀片
昏迷,鲑鱼降钙素喷鼻剂
昏迷,注射用鲑鱼降钙素
昏迷,胰岛素注射液
昏迷,注射用醋酸奥曲肽微球
昏迷,醋酸奥曲肽注射液
昏迷,硫唑嘌呤片
昏迷,乌苯美司胶囊
昏迷,氯化钠注射液
昏迷,乙酰谷酰胺注射液
昏迷,注射用腺苷钴胺
昏迷,盐酸左氧氟沙星片
昏迷,维生素B4片
昏迷,呋塞米片
昏迷,包醛氧淀粉胶囊
昏迷,藻酸双酯钠片
昏迷,氨甲苯酸注射液
昏迷,依托红霉素片
昏迷,盐酸美他环素片
昏迷,强力康颗粒
昏迷,司莫司汀胶囊
昏迷,强力康颗粒
昏迷,司莫司汀胶囊
昏迷,脑血康胶囊
昏迷,脑血康片
昏迷,清脑降压片
昏迷,芦丁片
昏迷,盐酸吗啉胍片
昏迷,阿昔洛韦片
昏迷,注射用盐酸丁卡因
昏迷,注射用盐酸丁卡因
昏迷,硫酸庆大霉素注射液
昏迷,硫酸妥布霉素注射液
昏迷,甘露醇注射液
昏迷,复方甘露醇注射液
昏迷,头痛定糖浆
昏迷,吡拉西坦胶囊
昏迷,氯化钠注射液
昏迷,乙酰谷酰胺注射液
昏迷,脑络通胶囊
昏迷,银杏达莫注射液
昏迷,氨甲环酸片
昏迷,维生素K1注射液
昏迷,龙胆泻肝丸
昏迷,龙胆泻肝片
昏迷,吡拉西坦片
昏迷,复方吡拉西坦脑蛋白水解物片
昏迷,布美他尼片
昏迷,十一味金色丸
昏迷,云南白药酊
昏迷,肌醇烟酸酯片
昏迷,依诺沙星乳膏
昏迷,肠内营养混悬液(TPF)
昏迷,创灼膏
昏迷,盐酸左氧氟沙星片
昏迷,白带丸
昏迷,妇炎康复咀嚼片
昏迷,精蛋白锌胰岛素注射液(30R)
昏迷,胰岛素注射液
昏迷,地巴唑片
昏迷,盐酸拉贝洛尔片
昏迷,乙酰螺旋霉素片
昏迷,螺旋霉素胶囊
昏迷,氨甲环酸注射液
昏迷,氯化钠注射液
昏迷,布美他尼片
昏迷,十一味金色丸
昏迷,注射用磷霉素钠
昏迷,头孢氨苄缓释片
昏迷,布美他尼片
昏迷,十一味金色丸
昏迷,环孢素软胶囊
昏迷,复方硫酸新霉素滴眼液
昏迷,头孢氨苄胶囊
昏迷,红霉素肠溶片
昏迷,头孢氨苄胶囊
昏迷,红霉素肠溶片
昏迷,龙胆泻肝丸
昏迷,龙胆泻肝片
昏迷,诺氟沙星胶囊
昏迷,氯霉素片
昏迷,蛇胆川贝液
昏迷,抗痨颗粒
昏迷,降脂宁颗粒
昏迷,黄杨宁片
昏迷,氨苄西林胶囊
昏迷,安宫牛黄丸
昏迷,维生素C咀嚼片
昏迷,维生素C片
昏迷,氯霉素片
昏迷,甲硝唑维B6片
昏迷,乳酸左氧氟沙星片
昏迷,阿奇霉素片
昏迷,氟哌啶醇片
昏迷,奋乃静片
昏迷,马洛替酯片
昏迷,吡喹酮片
昏迷,肾炎四味胶囊
昏迷,净石灵胶囊
昏迷,通脉颗粒
昏迷,灯银脑通胶囊
昏迷,脑络通胶囊
昏迷,麝香抗栓丸
昏迷,四环素片
昏迷,土霉素片
昏迷,硫唑嘌呤片
昏迷,醋酸泼尼松片
昏迷,醋酸泼尼松片
昏迷,益脉康软胶囊
昏迷,参茸卫生丸
昏迷,阿胶益寿口服液
昏迷,包醛氧淀粉胶囊
昏迷,肾炎四味胶囊
昏迷,安宫牛黄丸
昏迷,巴特日七味丸
昏迷,诺氟沙星胶囊
昏迷,氯霉素片
昏迷,氟哌啶醇片
昏迷,奋乃静片
昏迷,奥美拉唑肠溶胶囊
昏迷,盐酸雷尼替丁胶囊
昏迷,甘油氯化钠注射液
昏迷,胞磷胆碱钠氯化钠注射液
昏迷,奥拉西坦胶囊
昏迷,吡拉西坦片
昏迷,芦丁片
昏迷,尼群地平片
昏迷,吡拉西坦葡萄糖注射液
昏迷,积雪苷霜软膏
昏迷,脉管复康片
昏迷,苦参碱氯化钠注射液
昏迷,注射用顺铂
昏迷,清凉油
昏迷,风油精
昏迷,地巴唑片
昏迷,盐酸拉贝洛尔片
昏迷,双嘧达莫片
昏迷,注射用盐酸罂粟碱
昏迷,氟康唑胶囊
昏迷,氯霉素片
昏迷,复方吡拉西坦脑蛋白水解物片
昏迷,乙酰谷酰胺注射液
昏迷,脑络通胶囊
昏迷,安宫牛黄丸
昏迷,复方大红袍止血胶囊
昏迷,生血宁片
昏迷,氯化钠注射液
昏迷,利巴韦林分散片
昏迷,利巴韦林片
昏迷,甘油氯化钠注射液
昏迷,胞磷胆碱钠氯化钠注射液
昏迷,安宫牛黄丸
昏迷,长春西汀片
昏迷,布美他尼片
昏迷,十一味金色丸
昏迷,藻酸双酯钠片
昏迷,氨甲苯酸注射液
昏迷,马来酸氯苯那敏片
昏迷,醋酸氟轻松乳膏
昏迷,吡拉西坦注射液
昏迷,诺氟沙星胶囊
昏迷,氯化钠注射液
昏迷,氯化钠注射液
昏迷,氢化可的松片
昏迷,氨苄西林胶囊
昏迷,安宫牛黄丸
昏迷,葡萄糖注射液
昏迷,氯化钠注射液
昏迷,葡萄糖注射液
昏迷,葡萄糖氯化钠注射液
昏迷,氟哌啶醇片
昏迷,奋乃静片
昏迷,吡拉西坦片
昏迷,血府逐瘀丸
昏迷,呋塞米片
昏迷,硫酸阿托品注射液
昏迷,巴氯芬片
昏迷,参志胶囊
昏迷,盐酸左氧氟沙星胶囊
昏迷,氨苄西林胶囊
昏迷,氨苄西林胶囊
昏迷,安宫牛黄丸
昏迷,布美他尼片
昏迷,十一味金色丸
昏迷,吡拉西坦片
昏迷,氨酪酸片
昏迷,藻酸双酯钠片
昏迷,转移因子胶囊
昏迷,氯化钠注射液
昏迷,呋塞米片
昏迷,呋塞米注射液
昏迷,布美他尼片
昏迷,十一味金色丸
昏迷,脑络通胶囊
昏迷,麝香抗栓丸
昏迷,呋塞米片
昏迷,阿司匹林肠溶片
昏迷,宁心宝胶囊
昏迷,硫酸阿托品片
昏迷,布美他尼片
昏迷,十一味金色丸
昏迷,尼可刹米注射液
昏迷,盐酸多沙普仑注射液
昏迷,布美他尼片
昏迷,十一味金色丸
昏迷,布美他尼片
昏迷,十一味金色丸
昏迷,布美他尼片
昏迷,十一味金色丸
昏迷,尼可刹米注射液
昏迷,盐酸多沙普仑注射液
昏迷,布美他尼片
昏迷,十一味金色丸
昏迷,维生素C片
昏迷,布美他尼片
昏迷,十一味金色丸
昏迷,布美他尼片
昏迷,十一味金色丸
昏迷,盐酸左氧氟沙星胶囊
昏迷,乳酸左氧氟沙星片
昏迷,注射用鼠神经生长因子
昏迷,布美他尼片
昏迷,杞菊地黄丸
昏迷,石斛夜光丸
昏迷,硫酸锌片
昏迷,注射用二巯丁二钠
昏迷,呋塞米片
昏迷,硫酸阿托品注射液
昏迷,乳酸左氧氟沙星片
昏迷,阿奇霉素片
昏迷,氢氯噻嗪片
昏迷,呋塞米注射液
昏迷,氢氯噻嗪片
昏迷,呋塞米注射液
昏迷,诺氟沙星胶囊
昏迷,利巴韦林片
昏迷,肺力咳合剂
昏迷,盐酸普萘洛尔片盐酸地尔硫
昏迷,氨酪酸片
昏迷,盐酸金刚烷胺片
昏迷,氨甲环酸片
昏迷,维生素K1注射液
昏迷,(奥松)肚痛泻丸
昏迷,二十五味马宝丸
昏迷,头孢氨苄胶囊
昏迷,盐酸左氧氟沙星胶囊
昏迷,布美他尼片
昏迷,十一味金色丸
昏迷,氟康唑胶囊
昏迷,氯霉素片
昏迷,盐酸左氧氟沙星胶囊
昏迷,氨苄西林胶囊
昏迷,依托红霉素片
昏迷,罗红霉素分散片
昏迷,醋酸氢化可的松片
昏迷,氢化可的松注射液
昏迷,氨苄西林胶囊
昏迷,安宫牛黄丸
昏迷,注射用七叶皂苷钠
昏迷,七叶皂苷钠片
昏迷,氨苄西林胶囊
昏迷,安宫牛黄丸
昏迷,盐酸氟桂利嗪胶囊
昏迷,抗栓胶囊
昏迷,蹄鞘胶囊
昏迷,磷酸氯喹片
昏迷,倍他胡萝卜素胶囊
昏迷,醋酸氢化可的松片
昏迷,注射用甲泼尼龙琥珀酸钠
昏迷,呋塞米片
昏迷,鲑降钙素注射液
昏迷,呋塞米片
昏迷,鲑降钙素注射液
昏迷,(奥松)肚痛泻丸
昏迷,二十五味马宝丸
昏迷,呋塞米片
昏迷,阿司匹林肠溶片
昏迷,阿莫西林颗粒
昏迷,阿莫西林胶囊
昏迷,乳酸左氧氟沙星片
昏迷,阿奇霉素片
昏迷,马来酸氯苯那敏片
昏迷,醋酸氟轻松乳膏
昏迷,参茸卫生丸
昏迷,当归片
昏迷,氢氯噻嗪片
昏迷,呋塞米注射液
昏迷,赖氨葡锌颗粒
昏迷,葡萄糖酸锌颗粒
昏迷,阿苯达唑片
昏迷,吡喹酮片
昏迷,维生素C片
昏迷,维生素C注射液
昏迷,奥拉西坦胶囊
昏迷,吡拉西坦片
昏迷,呋塞米片
昏迷,氢氯噻嗪片
昏迷,盐酸甲氯芬酯胶囊
昏迷,地塞米松磷酸钠注射液
昏迷,葡萄糖注射液
昏迷,呋塞米片
昏迷,氢氯噻嗪片
昏迷,双氯芬酸二乙胺乳胶剂
昏迷,云南白药
昏迷,盐酸米诺环素胶囊
昏迷,注射用磷霉素钠
昏迷,氯化钠注射液
昏迷,氢化可的松片
昏迷,阿仑膦酸钠片
昏迷,接骨续筋片
昏迷,维生素C片
昏迷,呋塞米片
昏迷,硫酸阿托品注射液
昏迷,奥拉西坦胶囊
昏迷,吡拉西坦片
昏迷,硫酸阿托品注射液
昏迷,盐酸消旋山莨菪碱注射液
昏迷,氨酪酸片
昏迷,盐酸金刚烷胺片
昏迷,奥拉西坦胶囊
昏迷,吡拉西坦片
昏迷,氯霉素片
昏迷,注射用甲硝唑磷酸二钠
昏迷,安宫牛黄丸
昏迷,巴特日七味丸
昏迷,吡拉西坦注射液
昏迷,保儿安颗粒
昏迷,乳酸菌素片
昏迷,阿司匹林肠溶胶囊
昏迷,复方鲜竹沥液
昏迷,强力康颗粒
昏迷,司莫司汀胶囊
昏迷,安宫牛黄丸
昏迷,巴特日七味丸
昏迷,盐酸左氧氟沙星胶囊
昏迷,乳酸左氧氟沙星片
昏迷,诺氟沙星胶囊
昏迷,鼻炎宁颗粒
昏迷,胸腺肽肠溶片
昏迷,丙硫氧嘧啶片
昏迷,对氨基水杨酸钙片
昏迷,丙硫氧嘧啶片
昏迷,对氨基水杨酸钙片
昏迷,阿奇霉素片
昏迷,阿奇霉素分散片
昏迷,脑血康片
昏迷,脑血康胶囊
昏迷,盐酸甲氯芬酯胶囊
昏迷,地塞米松磷酸钠注射液
昏迷,盐酸甲氯芬酯胶囊
昏迷,地塞米松磷酸钠注射液
昏迷,消炎镇痛膏
昏迷,七厘胶囊
昏迷,呋塞米片
昏迷,硫酸阿托品注射液
昏迷,氟康唑胶囊
昏迷,氯霉素片
昏迷,盐酸替扎尼定片
昏迷,盐酸乙哌立松片
昏迷,己酮可可碱缓释片
昏迷,复方磺胺甲噁唑片
昏迷,头孢氨苄甲氧苄啶胶囊
昏迷,盐酸纳洛酮舌下片
昏迷,盐酸硫必利片
昏迷,奥拉西坦胶囊
昏迷,吡拉西坦片
昏迷,诺氟沙星胶囊
昏迷,阿奇霉素片
昏迷,红霉素肠溶胶囊
昏迷,安宫牛黄丸
昏迷,巴特日七味丸
昏迷,呋塞米片
昏迷,呋塞米注射液
昏迷,注射用尿激酶
昏迷,巴曲酶注射液
昏迷,头孢氨苄胶囊
昏迷,红霉素肠溶片
昏迷,苦参碱氯化钠注射液
昏迷,卡莫司汀注射液
昏迷,注射用七叶皂苷钠
昏迷,七叶皂苷钠片
昏迷,盐酸左氧氟沙星胶囊
昏迷,氨苄西林胶囊
昏迷,藻酸双酯钠片
昏迷,肝素钠注射液
昏迷,降糖舒胶囊
昏迷,注射用生长抑素
昏迷,盐酸吗啉胍片
昏迷,阿昔洛韦片
昏迷,呋塞米片
昏迷,呋塞米注射液
昏迷,葡萄糖注射液
昏迷,葡萄糖注射液
昏迷,维生素C片
昏迷,喘嗽宁片
昏迷,祛痰止咳颗粒
昏迷,注射用青霉素钠
昏迷,醒脑静注射液
昏迷,吡拉西坦片
昏迷,氨酪酸片
昏迷,参附注射液
昏迷,人血白蛋白
昏迷,呋塞米片
昏迷,布美他尼片
昏迷,苯磺酸氨氯地平胶囊
昏迷,清脑降压胶囊
昏迷,丙硫氧嘧啶片
昏迷,对氨基水杨酸钙片
昏迷,尼可刹米注射液
昏迷,盐酸多沙普仑注射液
昏迷,尼可刹米注射液
昏迷,盐酸多沙普仑注射液
昏迷,地塞米松磷酸钠注射液
昏迷,盐酸肾上腺素注射液
昏迷,硫唑嘌呤片
昏迷,丙硫氧嘧啶片
昏迷,异烟肼片
昏迷,利福平胶囊
昏迷,维生素B2片
昏迷,肠内营养乳剂(TP)
昏迷,注射用甲硝唑磷酸二钠
昏迷,曲克芦丁片
昏迷,灯盏花素片
昏迷,氨酪酸片
昏迷,盐酸金刚烷胺片
昏迷,奥拉西坦胶囊
昏迷,吡拉西坦片
昏迷,氟哌啶醇片
昏迷,奋乃静片
昏迷,盐酸二甲双胍片
昏迷,降糖宁胶囊
昏迷,甲磺酸伊马替尼片
昏迷,高三尖杉酯碱注射液
昏迷,注射用生长抑素
昏迷,沙格列汀片
昏迷,盐酸二甲双胍片
昏迷,降糖宁胶囊
昏迷,维生素C片
昏迷,维生素C注射液
昏迷,藿香正气片
昏迷,藿香正气丸
昏迷,氯化钠注射液
昏迷,氟康唑胶囊
昏迷,氯霉素片
昏迷,氨苄西林胶囊
昏迷,依托红霉素片
昏迷,二十五味珊瑚丸
昏迷,安宫牛黄丸
昏迷,氟哌啶醇片
昏迷,奋乃静片
昏迷,呋塞米片
昏迷,呋塞米注射液
昏迷,尼莫地平片
昏迷,桂利嗪片
昏迷,安宫牛黄丸
昏迷,巴特日七味丸
昏迷,醋酸泼尼松片
昏迷,呋塞米片
昏迷,硫酸阿托品注射液
昏迷,氟哌啶醇片
昏迷,奋乃静片
昏迷,呋塞米片
昏迷,包醛氧淀粉胶囊
昏迷,硫唑嘌呤片
昏迷,注射用甲氨蝶呤
昏迷,氨苄西林胶囊
昏迷,安宫牛黄丸
昏迷,盐酸可乐定片
昏迷,济泰片
昏迷,脑血康胶囊
昏迷,脑血康片
昏迷,氟哌啶醇片
昏迷,奋乃静片
昏迷,藻酸双酯钠片
昏迷,转移因子胶囊
昏迷,季德胜蛇药片
昏迷,秘诀清凉散
昏迷,盐酸左氧氟沙星胶囊
昏迷,氨苄西林胶囊
昏迷,清凉油
昏迷,风油精
昏迷,布美他尼片
昏迷,十一味金色丸
昏迷,生化丸
昏迷,阿奇霉素片
昏迷,氨苄西林胶囊
昏迷,安宫牛黄丸
昏迷,麦迪霉素片
昏迷,阿莫西林胶囊
昏迷,乳酸左氧氟沙星片
昏迷,阿奇霉素片
昏迷,呋塞米片
昏迷,结石通茶
昏迷,肝复康丸
昏迷,辅酶Q10胶囊
昏迷,注射用甲硝唑磷酸二钠
昏迷,双嘧达莫片
昏迷,注射用尿激酶
昏迷,安宫牛黄丸
昏迷,巴特日七味丸
昏迷,复合维生素B片
昏迷,赖氨肌醇维B12口服溶液
昏迷,盐酸金刚烷胺片
昏迷,盐酸苯海索片
昏迷,肠内营养混悬液(SP)
昏迷,阿莫西林克拉维酸钾片
昏迷,呋塞米片
昏迷,硫酸阿托品注射液
昏迷,清肝利胆胶囊
昏迷,茵栀黄软胶囊
昏迷,通脉颗粒
昏迷,灯银脑通胶囊
昏迷,醋酸泼尼松片
昏迷,乙酰螺旋霉素片
昏迷,螺旋霉素胶囊
昏迷,维生素B6片
昏迷,三维鱼肝油乳
昏迷,无极膏
昏迷,复方曲安奈德乳膏
昏迷,盐酸吗啉胍片
昏迷,阿昔洛韦片
昏迷,水杨酸苯酚贴膏
昏迷,尿素贴膏
昏迷,包醛氧淀粉胶囊
昏迷,肾炎四味胶囊
昏迷,巴氯芬片
昏迷,益髓颗粒
昏迷,氯化钠注射液
昏迷,氢化可的松片
昏迷,复合维生素B片
昏迷,赖氨肌醇维B12口服溶液
昏迷,清凉油
昏迷,龙虎人丹
昏迷,枸橼酸西地那非片
昏迷,肾康宁片
昏迷,补肾强身片
昏迷,氯化钠注射液
昏迷,氢化可的松片
昏迷,乳酸左氧氟沙星片
昏迷,阿奇霉素片
昏迷,硫唑嘌呤片
昏迷,丙硫氧嘧啶片
昏迷,硫唑嘌呤片
昏迷,丙硫氧嘧啶片
昏迷,贞芪扶正颗粒
昏迷,醋酸泼尼松龙注射液
昏迷,维生素C片
昏迷,血康口服液
昏迷,尼莫地平片
昏迷,桂利嗪片
昏迷,达那唑胶囊
昏迷,赖氨酸维B12颗粒
昏迷,磷酸氯喹片
昏迷,倍他胡萝卜素胶囊
昏迷,水杨酸软膏
昏迷,硝酸咪康唑乳膏
昏迷,呋塞米片
昏迷,氢氯噻嗪片
昏迷,盐酸二甲双胍片
昏迷,降糖宁胶囊
昏迷,盐酸普萘洛尔片
昏迷,地高辛酏剂
昏迷,注射用生长抑素
昏迷,沙格列汀片
昏迷,达那唑胶囊
昏迷,赖氨酸维B12颗粒
昏迷,尼可刹米注射液
昏迷,樟脑磺酸钠注射液
昏迷,葡萄糖注射液
昏迷,葡萄糖氯化钠注射液
昏迷,麝香壮骨膏
昏迷,大活络丸
昏迷,吡拉西坦葡萄糖注射液
昏迷,转移因子口服溶液
昏迷,安宫牛黄丸
昏迷,单硝酸异山梨酯胶囊
昏迷,辛伐他汀片
昏迷,卡托普利片
昏迷,呋塞米片
昏迷,巴氯芬片
昏迷,卡马西平片
昏迷,盐酸甲氯芬酯胶囊
昏迷,地塞米松磷酸钠注射液
昏迷,呋塞米片
昏迷,硫酸阿托品注射液
昏迷,鳖甲胶
昏迷,磷酸氯喹片
昏迷,葡萄糖注射液
昏迷,氯化钠注射液
昏迷,硫酸镁注射液
昏迷,羚羊角滴丸
昏迷,乳酸左氧氟沙星片
昏迷,阿奇霉素片
昏迷,葡萄糖注射液
昏迷,卡托普利片
昏迷,呋塞米片
腱反射消失,布美他尼片
腱反射消失,十一味金色丸
腱反射消失,盐酸甲氯芬酯胶囊
腱反射消失,脑苷肌肽注射液
腱反射消失,维生素B1丸
腱反射消失,呋喃硫胺片
腱反射消失,甲钴胺片
腱反射消失,注射用胸腺肽
腱反射消失,巴氯芬片
腱反射消失,益髓颗粒
腱反射消失,腺苷钴胺片
腱反射消失,注射用腺苷钴胺
腱反射消失,甲钴胺胶囊
腱反射消失,维生素B1片
腱反射消失,三磷酸腺苷二钠片
腱反射消失,三磷酸腺苷二钠注射液
腱反射消失,参志胶囊
腱反射消失,宁心益智胶囊
腱反射消失,天麻素胶囊
腱反射消失,对乙酰氨基酚缓释片
腱反射消失,呋塞米片
腱反射消失,包醛氧淀粉胶囊
腱反射消失,布洛芬片
腱反射消失,阿司匹林片
腱反射消失,硫唑嘌呤片
腱反射消失,溴吡斯的明片
腱反射消失,阿司匹林片
腱反射消失,布洛芬片
腱反射消失,地巴唑片
腱反射消失,氢溴酸加兰他敏注射液
腱反射消失,氨茶碱片
腱反射消失,复方小儿退热栓
腱反射消失,盐酸二甲双胍片
腱反射消失,降糖宁胶囊
腱反射消失,积雪苷霜软膏
腱反射消失,脉管复康片
腱反射消失,盐酸甲氯芬酯胶囊
腱反射消失,地塞米松磷酸钠注射液
腱反射消失,吡拉西坦片
腱反射消失,氢溴酸加兰他敏缓释片
腱反射消失,吡拉西坦注射液
腱反射消失,参志胶囊
腱反射消失,宁心益智胶囊
腱反射消失,甲钴胺胶囊
腱反射消失,维生素B1片
腱反射消失,巴氯芬片
腱反射消失,益髓颗粒
腱反射消失,单唾液酸四己糖神经节苷脂钠盐注射液
腱反射消失,脑苷肌肽注射液
腱反射消失,呋塞米片
腱反射消失,呋塞米注射液
腱反射消失,安宫牛黄丸
腱反射消失,巴特日七味丸
腱反射消失,盐酸金刚烷胺片
腱反射消失,盐酸苯海索片
腱反射消失,参志胶囊
腱反射消失,宁心益智胶囊
腱反射消失,磷酸氯喹片
腱反射消失,倍他胡萝卜素胶囊
腱反射消失,甲钴胺胶囊
腱反射消失,维生素B1片
腱反射消失,维生素B6片
腱反射消失,三维鱼肝油乳
腱反射消失,法可林滴眼液
腱反射消失,单唾液酸四己糖神经节苷脂钠盐注射液
腱反射消失,脑苷肌肽注射液
腱反射消失,三磷酸腺苷二钠片
腱反射消失,三磷酸腺苷二钠注射液
腱反射消失,硫唑嘌呤片
腱反射消失,溴吡斯的明片
腱反射消失,甲钴胺片
腱反射消失,甲钴胺分散片
腱反射消失,布美他尼片
腱反射消失,十一味金色丸
腱反射消失,硫唑嘌呤片
腱反射消失,溴吡斯的明片
腱反射消失,醋酸泼尼松片
腱反射消失,益脉康软胶囊
腱反射消失,单唾液酸四己糖神经节苷脂钠盐注射液
腱反射消失,脑苷肌肽注射液
腱反射消失,骨刺片
腱反射消失,氨糖美辛肠溶片
腱反射消失,甲钴胺片
腱反射消失,注射用胸腺肽
呕吐,布美他尼片
呕吐,十一味金色丸
呕吐,注射用头孢唑林钠
呕吐,肠内营养混悬液(SP)
呕吐,阿奇霉素片
呕吐,阿奇霉素分散片
呕吐,小儿暖脐膏
呕吐,十香暖脐膏
呕吐,诺氟沙星胶囊
呕吐,复方猴头颗粒
呕吐,姜颗粒
呕吐,甘油氯化钠注射液
呕吐,胞磷胆碱钠氯化钠注射液
呕吐,奥美拉唑肠溶胶囊
呕吐,盐酸雷尼替丁胶囊
呕吐,清凉油
呕吐,风油精
呕吐,香砂养胃丸
呕吐,马来酸曲美布汀分散片
呕吐,胸腺肽肠溶片
呕吐,肝苏胶囊
呕吐,氨苄西林胶囊
呕吐,安宫牛黄丸
呕吐,非诺贝特片
呕吐,薯蓣皂苷片
呕吐,盐酸氟桂利嗪胶囊
呕吐,抗栓胶囊
呕吐,长春胺缓释胶囊
呕吐,尼莫地平片
呕吐,鸦胆子油口服乳液
呕吐,吡拉西坦葡萄糖注射液
呕吐,鲑鱼降钙素喷鼻剂
呕吐,注射用鲑鱼降钙素
呕吐,硝酸咪康唑乳膏
呕吐,盐酸布替萘芬乳膏
呕吐,盐酸可乐定片
呕吐,济泰片
呕吐,盐酸左氧氟沙星胶囊
呕吐,阿莫西林颗粒
呕吐,阿奇霉素片
呕吐,头孢克洛颗粒
呕吐,注射用香菇多糖
呕吐,苦参碱氯化钠注射液
呕吐,乳酸菌素片
呕吐,盐酸小檗碱片
呕吐,阿奇霉素片
呕吐,阿奇霉素分散片
呕吐,威麦宁胶囊
呕吐,转移因子口服溶液
呕吐,乳酸左氧氟沙星片
呕吐,阿奇霉素分散片
呕吐,强肝片
呕吐,复方二氯醋酸二异丙胺片
呕吐,安宫牛黄丸
呕吐,巴特日七味丸
呕吐,川贝枇杷糖浆
呕吐,小柴胡颗粒
呕吐,盐酸甲氯芬酯胶囊
呕吐,地塞米松磷酸钠注射液
呕吐,益肾灵颗粒
呕吐,补肾斑龙片
呕吐,威麦宁胶囊
呕吐,转移因子口服溶液
呕吐,头孢氨苄胶囊
呕吐,阿莫西林颗粒
呕吐,健儿清解液
呕吐,小儿止咳糖浆
呕吐,香砂养胃丸
呕吐,马来酸曲美布汀分散片
呕吐,强肝片
呕吐,复方二氯醋酸二异丙胺片
呕吐,尿嘧啶替加氟片
呕吐,注射用盐酸吉西他滨
呕吐,双嘧达莫片
呕吐,华法林钠片
呕吐,呋塞米片
呕吐,结石通茶
呕吐,陈香露白露片
呕吐,复方铝酸铋片
呕吐,奥美拉唑肠溶胶囊
呕吐,多潘立酮片
呕吐,藻酸双酯钠片
呕吐,转移因子胶囊
呕吐,藿香正气片
呕吐,藿香正气丸
呕吐,奥美拉唑肠溶胶囊
呕吐,盐酸雷尼替丁胶囊
呕吐,泻痢消片
呕吐,胃乐新胶囊
谵妄,布美他尼片
谵妄,十一味金色丸
谵妄,布美他尼片
谵妄,十一味金色丸
谵妄,呋喃唑酮片
谵妄,盐酸美他环素片
谵妄,盐酸纳洛酮舌下片
谵妄,盐酸硫必利片
谵妄,布美他尼片
谵妄,十一味金色丸
谵妄,硫酸阿托品注射液
谵妄,盐酸消旋山莨菪碱注射液
谵妄,奥拉西坦胶囊
谵妄,吡拉西坦片
谵妄,三维葡磷钙咀嚼片
谵妄,三合钙咀嚼片
谵妄,马来酸氯苯那敏片
谵妄,盐酸异丙嗪片
谵妄,盐酸左氧氟沙星胶囊
谵妄,乳酸左氧氟沙星片
谵妄,头孢氨苄胶囊
谵妄,红霉素肠溶片
谵妄,氟哌啶醇片
谵妄,奋乃静片
谵妄,氨苄西林胶囊
谵妄,安宫牛黄丸
谵妄,氟哌啶醇片
谵妄,奋乃静片
谵妄,氟哌啶醇片
谵妄,奋乃静片
谵妄,氟哌啶醇片
谵妄,奋乃静片
谵妄,氟哌啶醇片
谵妄,奋乃静片
谵妄,盐酸左氧氟沙星胶囊
谵妄,乳酸左氧氟沙星片
谵妄,盐酸阿米替林片
谵妄,奋乃静注射液
谵妄,氯氮平口腔崩解片
谵妄,谷维素片
谵妄,布美他尼片
谵妄,十一味金色丸
谵妄,布美他尼片
谵妄,十一味金色丸
谵妄,盐酸左氧氟沙星胶囊
谵妄,乳酸左氧氟沙星片
谵妄,注射用盐酸硫必利
谵妄,盐酸硫必利注射液
谵妄,依托红霉素片
谵妄,盐酸美他环素片
谵妄,磷酸氯喹片
谵妄,倍他胡萝卜素胶囊
谵妄,布美他尼片
谵妄,十一味金色丸
谵妄,硫唑嘌呤片
谵妄,丙硫氧嘧啶片
谵妄,谷维素片
谵妄,复方吡拉西坦脑蛋白水解物片
